dataset,fold,variant,variant_label,epoch_global,stage,stage_boundary_marker,train_total_loss,train_pred_loss,val_loss,val_acc,val_f1,primary_selected,comp_selected,mask_overlap,rule_count,seed,n_train,n_val,n_features,n_outputs,task_kind,elapsed_seconds
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",12,Joint no-freeze,,0.008683822552363078,0.003393178234497706,0.1695099919537703,0.9625,0.9624060150375939,2420.0,1150.0,0.0,18.0,42001,4800,1200,5000,1,binary,18.670499596744776
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",13,Joint no-freeze,,0.008707339651882648,0.003416244002679984,0.1684028952817122,0.9625,0.9624060150375939,2362.0,1194.0,0.0,18.0,42001,4800,1200,5000,1,binary,20.19630661327392
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",14,Joint no-freeze,,0.008675048400958379,0.0033804209157824515,0.18295139332612356,0.96,0.9600665557404326,2310.0,1257.0,0.0,18.0,42001,4800,1200,5000,1,binary,21.59156448300928
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",15,Joint no-freeze,,0.008570894884566466,0.003274405701085925,0.1821096400419871,0.9608333333333333,0.960735171261487,2279.0,1257.0,0.0,18.0,42001,4800,1200,5000,1,binary,23.10344883427024
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",16,Joint no-freeze,,0.008480950569113096,0.003182381084188819,0.17124759684006374,0.9625,0.9624060150375939,2237.0,1280.0,0.0,18.0,42001,4800,1200,5000,1,binary,24.636782428249717
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",17,Joint no-freeze,,0.008476524402697881,0.003176160613074899,0.1689715682466825,0.9575,0.957464553794829,2217.0,1300.0,0.0,18.0,42001,4800,1200,5000,1,binary,26.056765465065837
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",18,Joint no-freeze,,0.008412477212647597,0.0031127831774453323,0.1665018895516793,0.9616666666666667,0.9615384615384616,2216.0,1224.0,0.0,18.0,42001,4800,1200,5000,1,binary,27.485858687199652
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",19,Joint no-freeze,,0.008345268306632837,0.003044371008872986,0.16374417558312415,0.9633333333333334,0.9632721202003339,2172.0,1257.0,0.0,18.0,42001,4800,1200,5000,1,binary,29.096692715771496
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",20,Joint no-freeze,,0.008303063958883285,0.002999224529291193,0.1499500122666359,0.9666666666666667,0.9666666666666667,2150.0,1279.0,0.0,18.0,42001,4800,1200,5000,1,binary,30.61436390131712
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",21,Joint no-freeze,,0.008299799486994743,0.0029950559760133426,0.14873639305432637,0.9675,0.9673093042749371,2144.0,1247.0,0.0,18.0,42001,4800,1200,5000,1,binary,31.95343071874231
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",22,Joint no-freeze,,0.008345721401274203,0.0030404899641871454,0.1577306344608466,0.9658333333333333,0.9657477025898078,2131.0,1208.0,0.0,18.0,42001,4800,1200,5000,1,binary,33.413944056257606
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",23,Joint no-freeze,,0.008378967195749282,0.003074512497211496,0.14406983221570652,0.9675,0.9674185463659147,2159.0,1162.0,0.0,18.0,42001,4800,1200,5000,1,binary,34.935782900080085
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",24,Joint no-freeze,,0.008414843914409479,0.003114236630499363,0.13643468270699183,0.9683333333333334,0.9681208053691275,2193.0,1169.0,0.0,18.0,42001,4800,1200,5000,1,binary,36.35971854440868
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",25,Joint no-freeze,,0.008427722776929537,0.003130335050324599,0.1556383772691091,0.9683333333333334,0.968013468013468,2226.0,1085.0,0.0,18.0,42001,4800,1200,5000,1,binary,37.666533776558936
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",26,Joint no-freeze,,0.008457061474521955,0.003161620351796349,0.16923384964466096,0.965,0.9645868465430016,2229.0,1061.0,0.0,18.0,42001,4800,1200,5000,1,binary,39.24271850287914
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",27,Joint no-freeze,,0.008427712631722291,0.0031319475018729767,0.16244964917500815,0.965,0.964527027027027,2229.0,1138.0,0.0,18.0,42001,4800,1200,5000,1,binary,40.85819339193404
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",28,Joint no-freeze,,0.008410108735164007,0.0031135628186166288,0.1523747981588046,0.9666666666666667,0.9662731871838112,2209.0,1156.0,0.0,18.0,42001,4800,1200,5000,1,binary,42.51840750593692
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",29,Joint no-freeze,,0.008394886205593744,0.0030980424458781877,0.1465678930282593,0.9666666666666667,0.9663299663299664,2216.0,1153.0,0.0,18.0,42001,4800,1200,5000,1,binary,44.1303350860253
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",30,Joint no-freeze,,0.008404606257875761,0.003107045584668716,0.1315920352935791,0.9708333333333333,0.9705634987384356,2218.0,1164.0,0.0,18.0,42001,4800,1200,5000,1,binary,45.78208695072681
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",31,Joint no-freeze,,0.008431250788271427,0.003133677939573924,0.13045541738470395,0.97,0.9696969696969697,2214.0,1190.0,0.0,18.0,42001,4800,1200,5000,1,binary,47.317178257741034
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",32,Joint no-freeze,,0.008514603649576504,0.0032177964287499585,0.13191677595178286,0.9658333333333333,0.9655751469353484,2217.0,1151.0,0.0,18.0,42001,4800,1200,5000,1,binary,48.82347324118018
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",33,Joint no-freeze,,0.008501406088471412,0.003204322708770633,0.1446927440414826,0.9641666666666666,0.9640167364016736,2212.0,1147.0,0.0,18.0,42001,4800,1200,5000,1,binary,50.303145566023886
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",34,Joint no-freeze,,0.008436820035179456,0.003139881445094943,0.14822528064250945,0.9625,0.9621530698065601,2219.0,1088.0,0.0,18.0,42001,4800,1200,5000,1,binary,51.80375689826906
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",35,Joint no-freeze,,0.008373255195717017,0.003075725482776761,0.13363028471668562,0.9666666666666667,0.9664429530201343,2202.0,1133.0,0.0,18.0,42001,4800,1200,5000,1,binary,53.15854542236775
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",36,Joint no-freeze,,0.008341399592657884,0.0030430876091122627,0.1374354209502538,0.9666666666666667,0.9663299663299664,2210.0,1116.0,0.0,18.0,42001,4800,1200,5000,1,binary,54.72279715817422
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",37,Joint no-freeze,,0.008328317664563656,0.003030537913242976,0.13236817821860314,0.97,0.9697478991596639,2211.0,1113.0,0.0,18.0,42001,4800,1200,5000,1,binary,56.112486499361694
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",38,Joint no-freeze,,0.008340489181379477,0.0030432161067922912,0.1177668772637844,0.9733333333333334,0.973109243697479,2217.0,1114.0,0.0,18.0,42001,4800,1200,5000,1,binary,57.63518296740949
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",39,Joint no-freeze,,0.008343378839393456,0.0030465223267674446,0.1171800123155117,0.975,0.9748322147651006,2239.0,1079.0,0.0,18.0,42001,4800,1200,5000,1,binary,59.12272503692657
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",40,Joint no-freeze,,0.00839562037338813,0.003101512792830666,0.12228569482763609,0.9758333333333333,0.9756507136859782,2283.0,1035.0,0.0,18.0,42001,4800,1200,5000,1,binary,60.54628929682076
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",41,Joint no-freeze,,0.008396400374670824,0.0031058546838661034,0.13402848333120346,0.9708333333333333,0.9704641350210971,2286.0,1053.0,0.0,18.0,42001,4800,1200,5000,1,binary,62.034358645789325
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",42,Joint no-freeze,,0.008370675407350063,0.003078400685141484,0.14777906527121862,0.97,0.9696969696969697,2249.0,1003.0,0.0,18.0,42001,4800,1200,5000,1,binary,63.50328347366303
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",43,Joint no-freeze,,0.008338556488355001,0.0030439912745108206,0.14843548327684403,0.9683333333333334,0.968013468013468,2245.0,1069.0,0.0,18.0,42001,4800,1200,5000,1,binary,65.09753065463156
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",44,Joint no-freeze,,0.008321742750704289,0.003026864823574821,0.12957574307918548,0.9725,0.9722921914357683,2251.0,1093.0,0.0,18.0,42001,4800,1200,5000,1,binary,66.58492830395699
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",45,Joint no-freeze,,0.008316578728457293,0.0030221895004312197,0.12521281267205875,0.9733333333333334,0.9730639730639731,2252.0,1093.0,0.0,18.0,42001,4800,1200,5000,1,binary,68.14723479561508
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",46,Joint no-freeze,,0.008387457517286142,0.0030938954558223488,0.1307838763296604,0.9708333333333333,0.9706129303106633,2236.0,1101.0,0.0,18.0,42001,4800,1200,5000,1,binary,69.70018039923161
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",47,Joint no-freeze,,0.008402503207325935,0.0031077014406522114,0.12682804348568122,0.97,0.9697986577181208,2241.0,1109.0,0.0,18.0,42001,4800,1200,5000,1,binary,71.28770612925291
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",48,Joint no-freeze,,0.008371164699395498,0.0030761652315656344,0.1249389090637366,0.97,0.9697986577181208,2236.0,1099.0,0.0,18.0,42001,4800,1200,5000,1,binary,72.82405821420252
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",49,Joint no-freeze,,0.008316339291632176,0.0030207405363519985,0.12166327719887098,0.9716666666666667,0.9715719063545151,2234.0,1038.0,0.0,18.0,42001,4800,1200,5000,1,binary,74.28635992668569
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",50,Joint no-freeze,,0.008279093814392884,0.002983107346420487,0.11395969959596793,0.9725,0.9724770642201835,2214.0,1064.0,0.0,18.0,42001,4800,1200,5000,1,binary,75.85423885006458
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",51,Joint no-freeze,,0.008288865809639294,0.0029915318917483093,0.11345522195100784,0.9716666666666667,0.9714765100671141,2217.0,1088.0,0.0,18.0,42001,4800,1200,5000,1,binary,77.34058415237814
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",52,Joint no-freeze,,0.00828388873487711,0.0029858359725524982,0.11415408839782079,0.9741666666666666,0.9740150880134115,2213.0,1070.0,0.0,18.0,42001,4800,1200,5000,1,binary,78.94002191536129
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",53,Joint no-freeze,,0.008285173525412878,0.002987515926361084,0.11628207668662072,0.975,0.9747899159663865,2220.0,1085.0,0.0,18.0,42001,4800,1200,5000,1,binary,80.4461700282991
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",54,Joint no-freeze,,0.008301130073765914,0.0030055979484071333,0.12439911375443141,0.9733333333333334,0.973109243697479,2251.0,1028.0,0.0,18.0,42001,4800,1200,5000,1,binary,81.88282966054976
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",55,Joint no-freeze,,0.008284442288180193,0.0029907663321743407,0.13131701767444612,0.9725,0.9721988205560236,2262.0,1039.0,0.0,18.0,42001,4800,1200,5000,1,binary,83.3433847753331
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",56,Joint no-freeze,,0.00827101876338323,0.0029776927828788755,0.13173091153303781,0.9741666666666666,0.9738837405223252,2255.0,1052.0,0.0,18.0,42001,4800,1200,5000,1,binary,84.98260028008372
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",57,Joint no-freeze,,0.008290875107049941,0.00299642162087063,0.12365025838216145,0.975,0.9748743718592965,2233.0,1090.0,0.0,18.0,42001,4800,1200,5000,1,binary,86.47415853198618
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",58,Joint no-freeze,,0.008267527607580026,0.002972441300128897,0.12213779032230378,0.9741666666666666,0.9740585774058578,2245.0,1076.0,0.0,18.0,42001,4800,1200,5000,1,binary,88.10229174885899
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",59,Joint no-freeze,,0.008279673010110854,0.0029869489340732494,0.12200593777000904,0.9733333333333334,0.9731543624161074,2263.0,1045.0,0.0,18.0,42001,4800,1200,5000,1,binary,89.63922204077244
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",60,Joint no-freeze,,0.008273890167474747,0.0029817350767552854,0.11214210912585258,0.9716666666666667,0.9715242881072027,2259.0,1075.0,0.0,18.0,42001,4800,1200,5000,1,binary,91.17440465278924
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",61,Joint no-freeze,,0.008249638540049394,0.0029549238458275793,0.11273975660403569,0.9733333333333334,0.9731993299832495,2222.0,1050.0,0.0,18.0,42001,4800,1200,5000,1,binary,92.75884397793561
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",62,Joint no-freeze,,0.008229646272957325,0.002932694669192036,0.11213568359613418,0.9725,0.9724310776942355,2190.0,1080.0,0.0,18.0,42001,4800,1200,5000,1,binary,94.22450710088015
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",63,Joint no-freeze,,0.008219843953847885,0.0029209974904855092,0.11013718731701375,0.9741666666666666,0.9741019214703425,2199.0,1066.0,0.0,18.0,42001,4800,1200,5000,1,binary,95.66200246103108
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",64,Joint no-freeze,,0.008198638247946899,0.002899331844722231,0.11353010550141335,0.9758333333333333,0.9757322175732217,2196.0,1105.0,0.0,18.0,42001,4800,1200,5000,1,binary,97.16745442058891
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",65,Joint no-freeze,,0.008207377729316552,0.0029087938896069925,0.11276004061102868,0.9716666666666667,0.9714765100671141,2221.0,1103.0,0.0,18.0,42001,4800,1200,5000,1,binary,98.57213301025331
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",66,Joint no-freeze,,0.008232527847091357,0.0029368210242440304,0.11242873638868332,0.9783333333333334,0.9781879194630873,2239.0,1069.0,0.0,18.0,42001,4800,1200,5000,1,binary,100.03300311230123
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",67,Joint no-freeze,,0.008225408519307772,0.0029300724404553572,0.12521958649158477,0.9725,0.9722921914357683,2224.0,1034.0,0.0,18.0,42001,4800,1200,5000,1,binary,101.59406374581158
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",68,Joint no-freeze,,0.008198428923885028,0.002903597792610526,0.12748229563236235,0.9733333333333334,0.9730639730639731,2248.0,1038.0,0.0,18.0,42001,4800,1200,5000,1,binary,103.09834768995643
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",69,Joint no-freeze,,0.00820653469612201,0.0029123802110552787,0.11905189509193102,0.975,0.9747474747474747,2238.0,1066.0,0.0,18.0,42001,4800,1200,5000,1,binary,104.63428108766675
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",70,Joint no-freeze,,0.008190452381968498,0.002895618562276165,0.11504147554437319,0.9758333333333333,0.9757322175732217,2226.0,1063.0,0.0,18.0,42001,4800,1200,5000,1,binary,106.2328683855012
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",71,Joint no-freeze,,0.008182107706864675,0.002885241946205497,0.11306167674561342,0.9741666666666666,0.9740585774058578,2203.0,1074.0,0.0,18.0,42001,4800,1200,5000,1,binary,107.87867148034275
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",72,Joint no-freeze,,0.00819263276954492,0.002894022101536393,0.11459002623955408,0.9741666666666666,0.9740150880134115,2183.0,1101.0,0.0,18.0,42001,4800,1200,5000,1,binary,109.40858165360987
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",73,Joint no-freeze,,0.008181954237322013,0.0028813291061669587,0.11089212564130624,0.9741666666666666,0.9741019214703425,2162.0,1134.0,0.0,18.0,42001,4800,1200,5000,1,binary,110.96748227998614
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",74,Joint no-freeze,,0.00816473743567864,0.002863106165702144,0.10628934755921364,0.9741666666666666,0.9740150880134115,2162.0,1104.0,0.0,18.0,42001,4800,1200,5000,1,binary,112.50475416984409
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",75,Joint no-freeze,,0.008168631643056869,0.002866040322308739,0.10496059974034627,0.9741666666666666,0.9740585774058578,2172.0,1121.0,0.0,18.0,42001,4800,1200,5000,1,binary,114.11448049824685
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",76,Joint no-freeze,,0.008153862804174423,0.0028541178225229185,0.10878601824243864,0.9725,0.9723849372384937,2189.0,1144.0,0.0,18.0,42001,4800,1200,5000,1,binary,115.55405395105481
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",77,Joint no-freeze,,0.008152275569736958,0.0028526588436216115,0.10743308484554291,0.9758333333333333,0.9756507136859782,2192.0,1082.0,0.0,18.0,42001,4800,1200,5000,1,binary,117.19073991756886
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",78,Joint no-freeze,,0.0081403170277675,0.00284124375320971,0.1134811027844747,0.975,0.9748322147651006,2181.0,1084.0,0.0,18.0,42001,4800,1200,5000,1,binary,118.68715953920037
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",79,Joint no-freeze,,0.008154487820963065,0.0028552714517960944,0.12255123794078827,0.975,0.9748322147651006,2180.0,1069.0,0.0,18.0,42001,4800,1200,5000,1,binary,120.28271131869406
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",80,Joint no-freeze,,0.008156096301972867,0.0028555523759375015,0.12384521717826526,0.9775,0.9774058577405857,2160.0,1115.0,0.0,18.0,42001,4800,1200,5000,1,binary,121.8820227747783
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",81,Joint no-freeze,,0.008144592667619388,0.002842843681573868,0.1166168762743473,0.9775,0.9774058577405857,2169.0,1086.0,0.0,18.0,42001,4800,1200,5000,1,binary,123.35312600620091
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",82,Joint no-freeze,,0.008159065619111061,0.002859496905778845,0.10870224011441072,0.9758333333333333,0.9757322175732217,2182.0,1088.0,0.0,18.0,42001,4800,1200,5000,1,binary,124.91776259616017
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",83,Joint no-freeze,,0.008139580885569254,0.002840129143248002,0.10091330128411452,0.9758333333333333,0.9757727652464494,2193.0,1092.0,0.0,18.0,42001,4800,1200,5000,1,binary,126.47033588495106
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",84,Joint no-freeze,,0.008140769352515538,0.0028412268962711095,0.09983740401764711,0.9758333333333333,0.9757322175732217,2169.0,1121.0,0.0,18.0,42001,4800,1200,5000,1,binary,128.12623461335897
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",85,Joint no-freeze,,0.008124973848462105,0.002824161142731706,0.103264933899045,0.9741666666666666,0.9741019214703425,2167.0,1106.0,0.0,18.0,42001,4800,1200,5000,1,binary,129.71481790021062
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",86,Joint no-freeze,,0.0081179096053044,0.002815622373794516,0.1091297013560931,0.9725,0.9723849372384937,2144.0,1129.0,0.0,18.0,42001,4800,1200,5000,1,binary,131.27704844530672
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",87,Joint no-freeze,,0.008090207862357299,0.0027864995319396256,0.107787119820714,0.9733333333333334,0.9732441471571907,2143.0,1136.0,0.0,18.0,42001,4800,1200,5000,1,binary,132.81466242019087
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",88,Joint no-freeze,,0.00811136664201816,0.0028078088785211245,0.11008566568295161,0.975,0.9748322147651006,2150.0,1119.0,0.0,18.0,42001,4800,1200,5000,1,binary,134.3951948704198
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",89,Joint no-freeze,,0.008099454479912917,0.0027949538795898356,0.10718165174126625,0.9766666666666667,0.9765494137353434,2127.0,1111.0,0.0,18.0,42001,4800,1200,5000,1,binary,135.8309222459793
Gisette,1,joint_no_freeze,"Joint no-freeze, same total epoch budget",90,Joint no-freeze,,0.008111973243455093,0.0028075343215217194,0.11512271950642268,0.9758333333333333,0.9756507136859782,2128.0,1137.0,0.0,18.0,42001,4800,1200,5000,1,binary,137.32941639982164
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,1,Stage1 soft,Stage1 soft,0.3632798792918523,0.3582830220460892,0.15921594589948654,0.9533333333333334,0.9531772575250836,2180.0,2820.0,0.0,18.0,42001,4800,1200,5000,1,binary,0.4747259449213743
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,2,Stage1 soft,,0.09005823463201523,0.08506364807486534,0.13404297709465027,0.9616666666666667,0.9616666666666667,2175.0,2825.0,0.0,18.0,42001,4800,1200,5000,1,binary,0.935134707018733
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,3,Stage1 soft,,0.04861882671713829,0.043620840460062024,0.1445723216732343,0.9658333333333333,0.9656903765690377,2195.0,2805.0,0.0,18.0,42001,4800,1200,5000,1,binary,1.655085913836956
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,4,Stage1 soft,,0.03015441839893659,0.02514990612864494,0.16069275975227357,0.9591666666666666,0.9585097375105842,2225.0,2775.0,0.0,18.0,42001,4800,1200,5000,1,binary,2.321001408621669
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,5,Stage1 soft,,0.01931815634171168,0.014306137524545192,0.1516545539100965,0.9616666666666667,0.9611486486486487,2232.0,2768.0,0.0,18.0,42001,4800,1200,5000,1,binary,2.917718325741589
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,6,Stage1 soft,,0.01385058535883824,0.008831057511270047,0.15281008034944535,0.9591666666666666,0.95878889823381,2319.0,2681.0,0.0,18.0,42001,4800,1200,5000,1,binary,3.573690135963261
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,7,Stage1 soft,,0.011619865720470746,0.006593108599384626,0.16686928510665894,0.9591666666666666,0.9589958158995816,2380.0,2620.0,0.0,18.0,42001,4800,1200,5000,1,binary,4.221628688275814
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,8,Stage1 soft,,0.010397870913147927,0.005365108133604129,0.16600268065929413,0.96,0.959866220735786,2473.0,2527.0,0.0,18.0,42001,4800,1200,5000,1,binary,4.866643639281392
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,9,Stage1 soft,,0.009613574892282485,0.004576476725439231,0.17054450809955596,0.9583333333333334,0.9581239530988275,2544.0,2456.0,0.0,18.0,42001,4800,1200,5000,1,binary,5.4897890873253345
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,10,Stage1 soft,,0.009078246255715688,0.004038787024716536,0.16516009370485943,0.96,0.959731543624161,2607.0,2393.0,0.0,18.0,42001,4800,1200,5000,1,binary,6.039182853884995
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,11,Stage1 soft,,0.008756093035141627,0.003716083820909262,0.1613384513060252,0.9633333333333334,0.9628378378378378,2601.0,2399.0,0.0,18.0,42001,4800,1200,5000,1,binary,6.709005558863282
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,12,Stage1 soft,,0.008530097578962644,0.0034908980503678324,0.1637129479646683,0.9625,0.9618966977138018,2567.0,2433.0,0.0,18.0,42001,4800,1200,5000,1,binary,7.389161931350827
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,13,Stage1 soft,,0.008378724791109562,0.003341237256924311,0.16671080042918524,0.965,0.9645868465430016,2525.0,2475.0,0.0,18.0,42001,4800,1200,5000,1,binary,8.009777618572116
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,14,Stage1 soft,,0.008297544370094934,0.0032621733192354442,0.16034135753909748,0.965,0.964765100671141,2468.0,2532.0,0.0,18.0,42001,4800,1200,5000,1,binary,8.636614009737968
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,15,Stage1 soft,,0.008257979278763134,0.003224718204389016,0.15136168614029885,0.9675,0.9672544080604534,2482.0,2518.0,0.0,18.0,42001,4800,1200,5000,1,binary,9.225298042409122
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,16,Stage1 soft,,0.008242516616980234,0.0032111550370852154,0.15411420052250227,0.97,0.9697478991596639,2436.0,2564.0,0.0,18.0,42001,4800,1200,5000,1,binary,9.845891969278455
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,17,Stage1 soft,,0.008219686560332775,0.0031899052330603204,0.1499555490911007,0.9683333333333334,0.968013468013468,2437.0,2563.0,0.0,18.0,42001,4800,1200,5000,1,binary,10.553462523967028
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,18,Stage1 soft,,0.008211687418321768,0.003183301050836841,0.14954292476177217,0.9691666666666666,0.9688289806234204,2416.0,2584.0,0.0,18.0,42001,4800,1200,5000,1,binary,11.27392641454935
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,19,Stage1 soft,,0.008207819076875846,0.0031807367441554863,0.14873298714558283,0.9691666666666666,0.9688814129520605,2421.0,2579.0,0.0,18.0,42001,4800,1200,5000,1,binary,11.97527271322906
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,20,Stage1 soft,,0.00820836032430331,0.003182444712147117,0.14623085166017213,0.9716666666666667,0.9714285714285714,2419.0,2581.0,0.0,18.0,42001,4800,1200,5000,1,binary,12.644498568959534
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,21,Stage1 soft,,0.008206183748940627,0.003181266797085603,0.144513431986173,0.9708333333333333,0.9706129303106633,2410.0,2590.0,0.0,18.0,42001,4800,1200,5000,1,binary,13.262542689219117
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,22,Stage1 soft,,0.008203020642201105,0.003178915617366632,0.13912734985351563,0.97,0.9696969696969697,2394.0,2606.0,0.0,18.0,42001,4800,1200,5000,1,binary,13.898733219131827
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,23,Stage1 soft,,0.008199110341568788,0.0031756979723771414,0.13932875553766885,0.9683333333333334,0.968013468013468,2394.0,2606.0,0.0,18.0,42001,4800,1200,5000,1,binary,14.46143502369523
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,24,Stage1 soft,,0.00819751457621654,0.0031746501258263986,0.13655397946635883,0.9708333333333333,0.9705634987384356,2381.0,2619.0,0.0,18.0,42001,4800,1200,5000,1,binary,15.05672362074256
